CID,BDATE,GEN
NASAW00016346,10-06-1964,Male
NASAW00016347,01-12-1958,Male
NASAW00016348,01-01-1960,Male
NASAW00016349,13-10-1959,Male
NASAW00016350,10-02-1965,Male
NASAW00016351,04-01-1960,Female
NASAW00016352,02-08-1965,Female
NASAW00016353,06-05-1981,Male
NASAW00016354,06-08-1980,Female
NASAW00016355,24-12-1980,Female
NASAW00016356,16-06-1981,Female
NASAW00016357,15-03-1980,Female
NASAW00016358,08-07-1979,Male
NASAW00016359,08-09-1959,Female
NASAW00016360,30-01-1960,Male
NASAW00016361,06-11-1960,Male
NASAW00016362,29-10-1960,Male
NASAW00016363,30-08-1960,Female
NASAW00016364,07-11-1960,Female
NASAW00016365,15-01-1961,Female
NASAW00016366,02-01-1972,Female
NASAW00016367,24-05-1977,Female
NASAW00016368,04-11-1966,Female
NASAW00016369,23-08-1967,Female
NASAW00016370,22-01-1967,Female
NASAW00016371,11-09-1961,Male
NASAW00016372,29-01-1974,Female
NASAW00016373,20-10-1962,Female
NASAW00016374,14-06-1963,Male
NASAW00016375,19-08-1968,Female
NASAW00016376,06-06-1963,Female
NASAW00016377,21-09-1969,Female
NASAW00016378,15-09-1963,Female
NASAW00016379,21-09-1969,Male
NASAW00016380,19-04-1975,Female
NASAW00016381,01-12-1963,Female
NASAW00016382,01-12-1963,Female
NASAW00016383,25-10-1963,Male
NASAW00016384,19-11-1964,Female
NASAW00016385,15-06-1965,Male
NASAW00016386,15-03-1974,Male
NASAW00016387,24-04-1974,Male
NASAW00016388,23-11-1979,Male
NASAW00016389,01-10-1979,Male
NASAW00016390,25-08-1973,Male
NASAW00016391,01-11-1979,Male
NASAW00016392,08-04-1974,Female
NASAW00016393,06-01-1985,Male
NASAW00016394,03-06-1978,Male
NASAW00016395,06-06-1973,Female
NASAW00016396,14-10-1972,Male
NASAW00016397,10-04-1978,Male
NASAW00016398,12-06-1973,Male
NASAW00016399,15-04-1973,Male
NASAW00016400,06-03-1978,Male
NASAW00016401,08-03-1973,Female
NASAW00016402,01-04-1973,Male
NASAW00016403,17-04-1972,Male
NASAW00016404,02-01-1973,Male
NASAW00016405,05-10-1972,Female
NASAW00016406,10-11-1978,Male
NASAW00016407,01-09-1971,Female
NASAW00016408,08-08-1970,Male
NASAW00016409,13-10-1976,Female
NASAW00016410,18-04-1970,Female
NASAW00016411,18-02-1970,Male
NASAW00016412,05-12-1980,Female
NASAW00016413,03-11-1936,Female
NASAW00016414,15-12-1969,Female
NASAW00016415,15-12-1969,Male
NASAW00016416,14-05-1975,Male
NASAW00016417,29-08-1975,Male
NASAW00016418,22-08-1974,Female
NASAW00016419,20-12-1968,Female
NASAW00016420,15-11-1974,Male
NASAW00016421,06-10-1974,Female
NASAW00016422,20-09-1979,Male
NASAW00016423,20-11-1938,Male
NASAW00016424,15-01-1972,Female
NASAW00016425,15-08-1971,Female
NASAW00016426,08-01-1972,Male
NASAW00016427,11-03-1977,Female
NASAW00016428,24-09-1968,Male
NASAW00016429,12-10-1973,Female
NASAW00016430,04-02-1971,Male
NASAW00016431,30-08-1976,Male
NASAW00016432,05-08-1975,Male
NASAW00016433,24-05-1975,Male
NASAW00016434,03-04-1970,Female
NASAW00016435,06-07-1975,Male
NASAW00016436,11-08-1974,Male
NASAW00016437,23-04-1983,Male
NASAW00016438,14-01-1982,Female
NASAW00016439,24-04-1985,Female
NASAW00016440,02-06-1985,Male
NASAW00016441,08-09-1984,Male
NASAW00016442,23-02-1985,Male
NASAW00016443,04-09-1984,Female
NASAW00016444,21-04-1969,Female
NASAW00016445,11-12-1967,Female
NASAW00016446,09-11-1967,Female
NASAW00016447,05-12-1973,Female
NASAW00016448,02-08-1967,Female
NASAW00016449,14-08-1983,Male
NASAW00016450,12-02-1983,Female
NASAW00016451,05-03-1983,Male
NASAW00016452,21-05-1983,Female
NASAW00016453,07-10-1982,Female
NASAW00016454,03-12-1982,Male
NASAW00016455,09-02-1917,Female
NASAW00016456,09-01-1981,Male
NASAW00016457,18-08-1981,Female
NASAW00016458,18-06-1982,Female
NASAW00016459,15-10-1981,Female
NASAW00016460,17-05-1982,Female
NASAW00016461,05-08-1981,Female
NASAW00016462,14-10-1980,Female
NASAW00016463,20-04-1981,Female
NASAW00016464,15-11-1979,Male
NASAW00016465,30-04-1980,Female
NASAW00016466,13-12-1979,Female
NASAW00016467,07-03-1980,Male
NASAW00016468,17-05-1981,Male
NASAW00016469,18-05-1981,Female
NASAW00016470,08-05-1981,Male
NASAW00016471,14-02-1919,Female
NASAW00016472,10-03-1985,Female
NASAW00016473,31-08-1978,Female
NASAW00016474,19-10-1978,Male
NASAW00016475,09-12-1984,Male
NASAW00016476,10-06-1979,Male
NASAW00016477,01-11-1982,Female
NASAW00016478,21-07-1982,Male
NASAW00016479,06-11-1981,Female
NASAW00016480,05-02-1960,Male
NASAW00016481,15-12-1954,Female
NASAW00016482,12-11-1955,Female
NASAW00016483,13-10-1961,Male
NASAW00016484,07-08-1955,Male
NASAW00016485,21-10-1985,Male
NASAW00016486,12-11-1956,Female
NASAW00016487,13-11-1956,Female
NASAW00016488,25-10-1956,Male
NASAW00016489,02-01-1957,Male
NASAW00016490,14-11-1985,Female
NASAW00016491,16-10-1984,Male
NASAW00016492,21-09-1957,Male
NASAW00016493,05-05-1959,Female
NASAW00016494,21-11-1965,Female
NASAW00016495,05-02-1960,Female
NASAW00016496,14-05-1965,Female
NASAW00016497,03-01-1981,Female
NASAW00016498,08-05-1981,Male
NASAW00016499,15-04-1981,Female
NASAW00016500,19-08-1980,Female
NASAW00016501,23-01-1981,Female
NASAW00016502,12-08-1980,Male
NASAW00016503,29-08-1980,Male
NASAW00016504,02-02-1980,Male
NASAW00016505,03-08-1985,Female
NASAW00016506,09-12-1984,Female
NASAW00016507,18-05-1945,Female
NASAW00016508,10-02-1945,Male
NASAW00016509,30-10-1946,Female
NASAW00016510,03-06-1948,Male
NASAW00016511,18-12-1947,Male
NASAW00016512,05-10-1947,Male
NASAW00016513,10-11-1948,Male
NASAW00016514,10-07-1985,Male
NASAW00016515,03-08-1985,Male
NASAW00016516,24-01-1986,Male
NASAW00016517,16-09-1981,Female
NASAW00016518,17-12-1981,Female
NASAW00016519,11-02-1982,Female
NASAW00016520,22-04-1982,Female
NASAW00016521,07-02-1985,Female
NASAW00016522,01-01-1985,Female
NASAW00016523,10-07-1984,Female
NASAW00016524,20-01-1985,Male
NASAW00016525,22-11-1983,Female
NASAW00016526,23-04-1984,Male
NASAW00016527,18-12-1983,Male
NASAW00016528,22-02-1984,Female
NASAW00016529,25-01-1983,Male
NASAW00016530,16-04-1949,Female
NASAW00016531,22-12-1948,Female
NASAW00016532,18-12-1977,Male
NASAW00016533,21-11-1966,Female
NASAW00016534,05-08-1966,Female
NASAW00016535,09-05-1971,Male
NASAW00016536,19-01-1966,Female
NASAW00016537,12-04-1966,Male
NASAW00016538,12-07-1965,Female
NASAW00016539,07-01-1971,Female
NASAW00016540,15-03-1966,Male
NASAW00016541,27-06-1966,Male
NASAW00016542,07-12-1965,Male
NASAW00016543,04-12-1976,Female
NASAW00016544,04-04-1970,Male
NASAW00016545,11-07-1964,Female
NASAW00016546,24-02-1965,Male
NASAW00016547,11-08-1974,Male
NASAW00016548,11-07-1971,Male
NASAW00016549,02-02-1965,Female
NASAW00016550,18-02-1970,Male
NASAW00016551,09-05-1976,Female
NASAW00016552,06-01-1965,Male
NASAW00016553,01-09-1964,Female
NASAW00016554,14-02-1964,Female
NASAW00016555,19-12-1975,Male
NASAW00016556,06-07-1975,Female
NASAW00016557,13-04-1981,Male
NASAW00016558,13-04-1981,Male
NASAW00016559,22-04-1975,Female
NASAW00016560,12-04-1976,Male
NASAW00016561,02-12-1981,Male
NASAW00016562,06-09-1981,Female
NASAW00016563,23-02-1925,Female
NASAW00016564,04-02-1975,Female
NASAW00016565,06-10-1974,Male
NASAW00016566,19-01-1980,Female
NASAW00016567,10-03-1975,Male
NASAW00016568,13-08-1927,Female
NASAW00016569,09-09-1963,Female
NASAW00016570,13-09-1968,Female
NASAW00016571,05-09-1962,Female
NASAW00016572,14-05-1979,Male
NASAW00016573,09-08-1973,Male
NASAW00016574,09-03-1979,Male
NASAW00016575,03-03-1950,Female
NASAW00016576,10-04-1952,Male
NASAW00016577,01-10-1951,Female
NASAW00016578,03-06-1952,Female
NASAW00016579,18-12-1958,Male
NASAW00016580,01-01-1960,Female
NASAW00016581,19-07-1965,Male
NASAW00016582,30-09-1965,Male
NASAW00016583,02-11-1959,Male
NASAW00016584,31-10-1959,Male
NASAW00016585,03-11-1959,Male
NASAW00016586,17-12-1969,Male
NASAW00016587,11-03-1959,Male
NASAW00016588,01-10-1958,Male
NASAW00016589,08-10-1958,Male
NASAW00016590,29-08-1964,Male
NASAW00016591,22-04-1970,Male
NASAW00016592,15-05-1958,Female
NASAW00016593,04-07-1957,Female
NASAW00016594,01-09-1957,Male
NASAW00016595,16-01-1958,Male
NASAW00016596,24-09-1956,Female
NASAW00016597,11-09-1956,Female
NASAW00016598,02-05-1957,Female
NASAW00016599,14-11-1955,Male
NASAW00016600,13-11-1953,Female
NASAW00016601,08-08-1953,Female
NASAW00016602,19-03-1954,Female
NASAW00016603,18-05-1953,Female
NASAW00016604,03-07-1952,Male
NASAW00016605,09-05-1981,Female
NASAW00016606,09-05-1982,Male
NASAW00016607,23-02-1981,Male
NASAW00016608,11-06-1981,Male
NASAW00016609,09-08-1985,Male
NASAW00016610,21-12-1979,Female
NASAW00016611,15-07-1980,Male
NASAW00016612,18-02-1981,Female
NASAW00016613,06-10-1979,Female
NASAW00016614,22-03-1979,Female
NASAW00016615,08-08-1978,Female
NASAW00016616,02-06-1985,Male
NASAW00016617,06-08-1979,Male
NASAW00016618,15-12-1979,Female
NASAW00016619,02-11-1979,Female
NASAW00016620,12-05-1984,Male
NASAW00016621,12-03-1984,Female
NASAW00016622,12-11-1978,Male
NASAW00016623,04-03-1979,Male
NASAW00016624,24-07-1983,Male
NASAW00016625,19-05-1983,Male
NASAW00016626,15-01-1978,Male
NASAW00016627,23-05-1982,Female
NASAW00016628,16-10-1976,Male
NASAW00016629,13-03-1978,Female
NASAW00016630,08-01-1978,Male
NASAW00016631,16-09-1976,Female
NASAW00016632,13-11-1976,Male
NASAW00016633,24-06-1977,Female
NASAW00016634,12-02-1981,Female
NASAW00016635,14-08-1975,Male
NASAW00016636,23-02-1976,Male
NASAW00016637,15-02-1977,Male
NASAW00016638,07-02-1977,Male
NASAW00016639,07-01-1977,Female
NASAW00016640,30-11-1976,Male
NASAW00016641,14-11-1946,Female
NASAW00016642,03-11-1952,Male
NASAW00016643,16-01-1947,Male
NASAW00016644,22-06-1947,Male
NASAW00016645,16-04-1948,Female
NASAW00016646,23-04-1948,Male
NASAW00016647,16-04-1948,Female
NASAW00016648,24-12-1947,Female
NASAW00016649,06-08-1948,Female
NASAW00016650,02-03-1949,Female
NASAW00016651,25-03-1949,Female
NASAW00016652,02-08-1984,Female
NASAW00016653,14-10-1978,Female
NASAW00016654,14-03-1984,Female
NASAW00016655,23-09-1981,Female
NASAW00016656,06-11-1960,Male
NASAW00016657,17-09-1960,Male
NASAW00016658,12-10-1960,Female
NASAW00016659,01-06-1961,Female
NASAW00016660,01-12-1961,Male
NASAW00016661,13-10-1961,Male
NASAW00016662,05-09-1962,Female
NASAW00016663,08-04-1963,Female
NASAW00016664,15-12-1963,Female
NASAW00016665,23-12-1963,Female
NASAW00016666,07-10-1978,Female
NASAW00016667,04-05-1980,Female
NASAW00016668,15-01-1980,Male
NASAW00016669,21-09-1979,Male
NASAW00016670,15-01-1980,Female
NASAW00016671,22-02-1980,Female
NASAW00016672,26-12-1979,Female
NASAW00016673,05-11-1979,Male
NASAW00016674,09-11-1970,Male
NASAW00016675,13-06-1970,Female
NASAW00016676,22-03-1977,Female
NASAW00016677,07-02-1983,Male
NASAW00016678,14-04-1963,Male
NASAW00016679,30-03-1980,Female
NASAW00016680,12-09-1968,Male
NASAW00016681,11-09-1972,Male
NASAW00016682,05-01-1973,Female
NASAW00016683,01-09-1972,Female
NASAW00016684,17-05-1968,Male
NASAW00016685,11-12-1967,Female
NASAW00016686,12-01-1968,Female
NASAW00016687,07-04-1972,Male
NASAW00016688,03-04-1967,Female
NASAW00016689,03-03-1967,Male
NASAW00016690,01-05-1972,Female
NASAW00016691,05-05-1972,Female
NASAW00016692,11-10-1976,Male
NASAW00016693,20-07-1971,Male
NASAW00016694,07-11-1965,Female
NASAW00016695,24-10-1964,Male
NASAW00016696,11-08-1970,Female
NASAW00016697,31-10-1970,Male
NASAW00016698,06-08-1975,Female
NASAW00016699,24-02-1965,Male
NASAW00016700,17-06-1974,Male
NASAW00016701,10-01-1980,Female
NASAW00016702,12-03-1973,Female
NASAW00016703,02-11-1967,Female
NASAW00016704,30-11-1966,Female
NASAW00016705,08-01-1964,Female
NASAW00016706,07-11-1963,Female
NASAW00016707,05-10-1963,Male
NASAW00016708,06-04-1975,Female
NASAW00016709,14-12-1941,Male
NASAW00016710,15-03-1966,Female
NASAW00016711,01-08-1965,Male
NASAW00016712,23-04-1962,Female
NASAW00016713,06-05-1959,Male
NASAW00016714,07-02-1982,Male
NASAW00016715,21-03-1982,Female
NASAW00016716,02-08-1981,Male
NASAW00016717,08-10-1980,Female
NASAW00016718,22-01-1981,Male
NASAW00016719,10-07-1980,Male
NASAW00016720,17-05-1986,Female
NASAW00016721,03-03-1986,Male
NASAW00016722,25-12-1985,Male
NASAW00016723,14-03-1986,Female
NASAW00016724,13-11-1985,Male
NASAW00016725,19-12-1985,Male
NASAW00016726,22-11-1984,Male
NASAW00016727,17-05-1986,Male
NASAW00016728,20-07-1985,Male
NASAW00016729,11-12-1942,Male
NASAW00016730,31-03-1943,Female
NASAW00016731,08-08-1984,Female
NASAW00016732,23-12-1983,Female
NASAW00016733,05-03-1944,Male
NASAW00016734,20-09-1943,Female
NASAW00016735,04-12-1982,Female
NASAW00016736,20-03-1983,Female
NASAW00016737,29-10-1984,Female
NASAW00016738,02-03-1945,Male
NASAW00016739,21-12-1955,Male
NASAW00016740,25-04-1946,Male
NASAW00016741,07-03-1946,Male
NASAW00016742,12-05-1946,Male
NASAW00016743,17-11-1947,Female
NASAW00016744,13-12-1947,Female
NASAW00016745,23-05-1948,Female
NASAW00016746,05-05-1982,Female
NASAW00016747,11-12-1980,Male
NASAW00016748,28-11-1980,Male
NASAW00016749,07-11-1979,Male
NASAW00016750,08-11-1979,Male
NASAW00016751,09-12-1984,Male
NASAW00016752,27-08-1978,Male
NASAW00016753,22-08-1977,Female
NASAW00016754,04-06-1978,Male
NASAW00016755,23-01-1978,Female
NASAW00016756,18-03-1974,Male
NASAW00016757,30-12-1972,Female
NASAW00016758,14-11-1978,Male
NASAW00016759,30-12-1972,Female
NASAW00016760,07-08-1970,Female
NASAW00016761,11-06-1978,Male
NASAW00016762,23-01-1978,Male
NASAW00016763,04-05-1979,Male
NASAW00016764,20-11-1978,Male
NASAW00016765,04-01-1979,Male
NASAW00016766,01-02-1979,Female
NASAW00016767,03-10-1978,Male
NASAW00016768,07-01-1979,Male
NASAW00016769,22-04-1977,Male
NASAW00016770,21-03-1977,Male
NASAW00016771,23-06-1978,Male
NASAW00016772,14-07-1977,Female
NASAW00016773,06-05-1978,Male
NASAW00016774,07-02-1983,Male
NASAW00016775,14-09-1983,Female
NASAW00016776,19-09-1975,Male
NASAW00016777,04-03-1950,Male
NASAW00016778,03-03-1950,Male
NASAW00016779,22-04-1961,Female
NASAW00016780,24-03-1951,Male
NASAW00016781,16-12-1950,Male
NASAW00016782,21-08-1951,Male
NASAW00016783,05-06-1952,Female
NASAW00016784,10-08-1951,Female
NASAW00016785,09-02-1952,Male
NASAW00016786,23-03-1952,Male
NASAW00016787,22-04-1957,Female
NASAW00016788,11-10-1952,Male
NASAW00016789,20-03-1953,Female
NASAW00016790,06-02-1958,Male
NASAW00016791,03-11-1952,Male
NASAW00016792,07-12-1952,Female
NASAW00016793,03-11-1952,Female
NASAW00016794,17-10-1952,Female
NASAW00016795,31-10-1952,Female
NASAW00016796,03-12-1953,Female
NASAW00016797,18-05-1954,Male
NASAW00016798,01-11-1953,Female
NASAW00016799,06-04-1954,Female
NASAW00016800,19-12-1954,Female
NASAW00016801,19-01-1960,Female
NASAW00016802,09-01-1955,Male
NASAW00016803,17-07-1960,Male
NASAW00016804,18-06-1956,Male
NASAW00016805,10-03-1961,Male
NASAW00016806,01-02-1956,Male
NASAW00016807,03-04-1956,Female
NASAW00016808,02-04-1956,Female
NASAW00016809,20-06-1961,Female
NASAW00016810,28-02-1957,Male
NASAW00016811,16-10-1956,Male
NASAW00016812,09-09-1962,Female
NASAW00016813,11-10-1956,Male
NASAW00016814,08-08-1962,Female
NASAW00016815,06-11-1956,Male
NASAW00016816,07-03-1962,Female
NASAW00016817,18-06-1957,Male
NASAW00016818,02-08-1956,Female
NASAW00016819,31-12-1957,Male
NASAW00016820,12-07-1957,Female
NASAW00016821,17-01-1964,Female
NASAW00016822,27-05-1964,Male
NASAW00016823,17-01-1964,Female
NASAW00016824,14-11-1962,Male
NASAW00016825,01-02-1963,Female
NASAW00016826,08-11-1968,Male
NASAW00016827,14-08-1973,Male
NASAW00016828,06-02-1967,Male
NASAW00016829,24-04-1967,Male
NASAW00016830,19-04-1961,Female
NASAW00016831,08-11-1960,Male
NASAW00016832,10-12-1937,Male
NASAW00016833,21-02-1938,Male
NASAW00016834,18-01-1939,Female
NASAW00016835,13-04-1939,Male
NASAW00016836,22-05-1971,Male
NASAW00016837,22-04-1971,Female
NASAW00016838,16-07-1970,Male
NASAW00016839,17-12-1970,Female
NASAW00016840,11-09-1969,Male
NASAW00016841,16-05-1970,Male
NASAW00016842,06-04-1975,Female
NASAW00016843,15-08-1969,Male
NASAW00016844,22-07-1975,Female
NASAW00016845,12-09-1975,Female
NASAW00016846,05-11-1968,Male
NASAW00016847,16-09-1979,Male
NASAW00016848,01-10-1979,Female
NASAW00016849,24-09-1974,Male
NASAW00016850,31-03-1969,Female
NASAW00016851,28-09-1968,Male
NASAW00016852,03-06-1974,Female
NASAW00016853,19-08-1968,Female
NASAW00016854,20-02-1980,Male
NASAW00016855,12-05-1968,Female
NASAW00016856,09-06-1968,Female
NASAW00016857,14-12-1973,Male
NASAW00016858,10-02-1968,Female
NASAW00016859,17-08-1973,Male
NASAW00016860,14-09-1967,Female
NASAW00016861,06-06-1973,Male
NASAW00016862,18-06-1968,Male
NASAW00016863,08-02-1967,Female
NASAW00016864,03-11-1966,Female
NASAW00016865,02-06-1972,Female
NASAW00016866,19-10-1983,Female
NASAW00016867,23-02-1967,Female
NASAW00016868,01-02-1972,Male
NASAW00016869,01-08-1966,Female
NASAW00016870,31-03-1961,Female
NASAW00016871,07-02-1966,Female
NASAW00016872,20-02-1976,Male
NASAW00016873,10-09-1940,Male
NASAW00016874,28-02-1941,Female
NASAW00016875,23-02-1946,Female
NASAW00016876,03-12-1941,Male
NASAW00016877,30-08-1947,Female
NASAW00016878,19-05-1942,Male
NASAW00016879,27-08-1941,Female
NASAW00016880,18-05-1953,Male
NASAW00016881,10-08-1941,Male
NASAW00016882,13-12-1965,Male
NASAW00016883,27-06-1966,Male
NASAW00016884,05-02-1960,Male
NASAW00016885,30-11-1970,Male
NASAW00016886,17-04-1960,Male
NASAW00016887,08-02-1960,Male
NASAW00016888,18-08-1959,Female
NASAW00016889,02-09-1965,Male
NASAW00016890,31-08-1959,Male
NASAW00016891,08-05-1960,Female
NASAW00016892,10-08-1959,Female
NASAW00016893,31-12-1958,Male
NASAW00016894,05-02-1975,Female
NASAW00016895,13-12-1957,Female
NASAW00016896,20-04-1958,Female
NASAW00016897,19-08-1963,Female
NASAW00016898,07-05-1963,Male
NASAW00016899,31-03-1943,Female
NASAW00016900,21-05-1943,Male
NASAW00016901,23-04-1943,Male
NASAW00016902,05-04-1944,Male
NASAW00016903,30-01-1944,Male
NASAW00016904,08-01-1944,Female
NASAW00016905,08-10-1943,Female
NASAW00016906,09-02-1944,Female
NASAW00016907,17-09-1944,Female
NASAW00016908,29-11-1944,Female
NASAW00016909,09-05-1945,Female
NASAW00016910,11-12-1944,Male
NASAW00016911,17-10-1945,Male
NASAW00016912,04-09-1945,Male
NASAW00016913,12-05-1946,Male
NASAW00016914,23-04-1974,Female
NASAW00016915,03-09-1979,Male
NASAW00016916,21-12-1973,Female
NASAW00016917,02-08-1973,Male
NASAW00016918,07-02-1985,Female
NASAW00016919,17-04-1950,Female
NASAW00016920,16-07-1984,Male
NASAW00016921,13-05-1984,Male
NASAW00016922,02-08-1983,Female
NASAW00016923,08-05-1984,Male
NASAW00016924,04-05-1984,Female
NASAW00016925,18-01-1984,Male
NASAW00016926,26-08-1950,Male
NASAW00016927,19-10-1950,Female
NASAW00016928,16-04-1963,Male
NASAW00016929,10-12-1951,Female
NASAW00016930,05-01-1953,Female
NASAW00016931,13-03-1953,Male
NASAW00016932,07-01-1968,Male
NASAW00016933,18-07-1973,Male
NASAW00016934,06-06-1973,Female
NASAW00016935,29-08-1967,Male
NASAW00016936,31-01-1942,Female
NASAW00016937,24-08-1973,Male
NASAW00016938,08-11-1963,Female
NASAW00016939,06-12-1968,Female
NASAW00016940,28-10-1968,Female
NASAW00016941,15-03-1973,Female
NASAW00016942,02-10-1959,Female
NASAW00016943,24-08-1949,Female
NASAW00016944,04-11-1943,Male
NASAW00016945,11-11-1943,Female
NASAW00016946,23-01-1944,Female
NASAW00016947,31-03-1981,Female
NASAW00016948,11-09-1981,Female
NASAW00016949,12-04-1981,Male
NASAW00016950,14-05-1976,Male
NASAW00016951,31-03-1976,Female
NASAW00016952,18-10-1981,Male
NASAW00016953,02-04-1976,Female
NASAW00016954,24-11-1975,Male
NASAW00016955,15-02-1975,Male
NASAW00016956,06-01-1980,Male
NASAW00016957,20-05-1975,Male
NASAW00016958,29-10-1982,Male
NASAW00016959,07-08-1976,Male
NASAW00016960,06-03-1977,Female
NASAW00016961,12-06-1982,Female
NASAW00016962,22-02-1975,Male
NASAW00016963,24-01-1980,Female
NASAW00016964,17-11-1974,Male
NASAW00016965,30-08-1973,Female
NASAW00016966,08-12-1972,Female
NASAW00016967,15-08-1975,Male
NASAW00016968,15-08-1975,Male
NASAW00016969,01-03-1976,Male
NASAW00016970,12-08-1978,Female
NASAW00016971,16-03-1973,Female
NASAW00016972,04-10-1983,Male
NASAW00016973,23-09-1972,Female
NASAW00016974,24-06-1978,Female
